ESTADO_CIVIL,IDADE,FORMA_INGRESSO,FORMA_EVASAO,ETNIA,DEFICIENCIAS,COTAS,NOME_DISCIPLINA,SITUACAO_DISCIPLINA,MEDIA_FINAL,FALTAS,BOLSA
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,5-8,5-10%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Reprovado sem nota,Nao informado,0-5%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,5-8,20-25%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado,0-5,0-5%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado,0-5,0-5%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,Acima de 25%,Nao Possuia
Viuvo(a),19-25 anos,Transferencia Externa,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Aprovado por aproveitamento,Nao informado,0-5%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado sem nota,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado sem nota,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Casado(a),26-35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),26-35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,5-8,20-25%,Nao Possuia
Casado(a),26-35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,8-10,20-25%,Nao Possuia
Casado(a),26-35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,5-8,0-5%,Nao Possuia
Casado(a),26-35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Casado(a),26-35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,Acima de 25%,Nao Possuia
Casado(a),26-35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,5-10%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado,0-5,5-10%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos de Calculo II,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Trancamento Parcial,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Casado(a),Menos de 19 anos,Vestibular,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Aprovado,5-8,5-10%,Nao Possuia
Casado(a),Menos de 19 anos,Vestibular,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,20-25%,Nao Possuia
Casado(a),Menos de 19 anos,Vestibular,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Casado(a),Menos de 19 anos,Vestibular,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,20-25%,Nao Possuia
Casado(a),Menos de 19 anos,Vestibular,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Aprovado,8-10,0-5%,Nao Possuia
Casado(a),Menos de 19 anos,Vestibular,Jubilamento,Parda,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos de Sistemas de Informacao,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Marketing,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Linguagem de Programacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Economia e Financas,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Arquitetura e Organizacao de Computador,Reprovado,0-5,0-5%,Nao Possuia
